Kombinacija,Ishod,Spin_profit,Total_profit
"lim, lim, kes",Duple_vockice,-0.5,-4.0
"lim, src, jag",fail,0.5,-3.5
"tre, kes, nar",fail,0.5,-3.0
"lim, kes, jag",fail,0.5,-2.5
"tre, src, gro",fail,0.5,-2.0
"kes, jag, kes",bonus_x2,0.5,-1.5
"lim, jag, tre",fail,0.5,-1.0
"nar, src, gro",fail,0.5,-0.5
"jag, src, tre",fail,0.5,0.0
"lim, tre, tre",Duple_vockice,-0.5,-0.5
"tre, lim, tre",Duple_vockice,-0.5,-1.0
"lim, kes, lim",Duple_vockice,-0.5,-1.5
"nar, src, kes",fail,0.5,-1.0
"jag, nar, tre",fail,0.5,-0.5
"tre, nar, nar",Duple_vockice,-0.5,-1.0
"kes, nar, nar",Duple_vockice,-0.5,-1.5
"tre, lim, tre",Duple_vockice,-0.5,-2.0
"kes, gro, kes",bonus_x2,0.5,-1.5
"src, jag, gro",fail,0.5,-1.0
"lim, tre, jag",fail,0.5,-0.5
"jag, tre, jag",Duple_vockice,-0.5,-1.0
"gro, lim, nar",fail,0.5,-0.5
"tre, tre, gro",Duple_vockice,-0.5,-1.0
"kes, lim, lim",Duple_vockice,-0.5,-1.5
"jag, nar, lim",fail,0.5,-1.0
"src, jag, lim",fail,0.5,-0.5
"lim, tre, tre",Duple_vockice,-0.5,-1.0
"lim, lim, tre",Duple_vockice,-0.5,-1.5
"lim, gro, tre",fail,0.5,-1.0
"lim, lim, kes",Duple_vockice,-0.5,-1.5
"jag, tre, gro",fail,0.5,-1.0
"src, tre, lim",fail,0.5,-0.5
"gro, kes, nar",fail,0.5,0.0
"gro, nar, jag",fail,0.5,0.5
"tre, jag, lim",fail,0.5,1.0
"src, kes, tre",fail,0.5,1.5
"tre, tre, tre",Vocni_jackpot,-2.5,-1.0
"tre, jag, tre",Duple_vockice,-0.5,-1.5
"lim, jag, tre",fail,0.5,-1.0
"src, nar, lim",fail,0.5,-0.5
"jag, lim, kes",fail,0.5,0.0
"tre, gro, tre",Duple_vockice,-0.5,-0.5
"jag, tre, tre",Duple_vockice,-0.5,-1.0
"nar, lim, tre",fail,0.5,-0.5
"tre, src, tre",Duple_vockice,-0.5,-1.0
"kes, jag, tre",fail,0.5,-0.5
"kes, jag, nar",fail,0.5,0.0
"lim, src, tre",fail,0.5,0.5
"src, src, nar",free_spin,0.5,1.0
"lim, tre, tre",Duple_vockice,-1.0,0.0
"tre, gro, jag",fail,0.5,0.5
"tre, lim, lim",Duple_vockice,-0.5,0.0
"jag, lim, tre",fail,0.5,0.5
"lim, tre, jag",fail,0.5,1.0
"kes, gro, tre",fail,0.5,1.5
"nar, src, tre",fail,0.5,2.0
"lim, lim, jag",Duple_vockice,-0.5,1.5
"gro, src, tre",fail,0.5,2.0
"nar, jag, tre",fail,0.5,2.5
"tre, src, kes",fail,0.5,3.0
"kes, lim, tre",fail,0.5,3.5
"src, nar, kes",fail,0.5,4.0
"tre, lim, kes",fail,0.5,4.5
"tre, lim, tre",Duple_vockice,-0.5,4.0
"src, gro, tre",fail,0.5,4.5
"jag, nar, tre",fail,0.5,5.0
"kes, src, tre",fail,0.5,5.5
"lim, tre, nar",fail,0.5,6.0
"src, lim, tre",fail,0.5,6.5
"tre, nar, jag",fail,0.5,7.0
"nar, jag, jag",Duple_vockice,-0.5,6.5
"lim, tre, nar",fail,0.5,7.0
"nar, jag, gro",fail,0.5,7.5
"nar, tre, lim",fail,0.5,8.0
"nar, lim, tre",fail,0.5,8.5
"nar, tre, nar",Duple_vockice,-0.5,8.0
"tre, jag, kes",fail,0.5,8.5
"lim, lim, nar",Duple_vockice,-0.5,8.0
"lim, gro, tre",fail,0.5,8.5
"lim, lim, kes",Duple_vockice,-0.5,8.0
"tre, tre, jag",Duple_vockice,-0.5,7.5
"nar, jag, tre",fail,0.5,8.0
"jag, tre, jag",Duple_vockice,-0.5,7.5
"tre, gro, tre",Duple_vockice,-0.5,7.0
"gro, lim, kes",fail,0.5,7.5
"lim, kes, jag",fail,0.5,8.0
"jag, kes, jag",Duple_vockice,-0.5,7.5
"src, jag, tre",fail,0.5,8.0
"gro, lim, tre",fail,0.5,8.5
"kes, lim, gro",fail,0.5,9.0
"src, lim, tre",fail,0.5,9.5
"nar, jag, nar",Duple_vockice,-0.5,9.0
"src, lim, tre",fail,0.5,9.5
"kes, kes, lim",bonus_x2,0.5,10.0
"tre, jag, kes",fail,0.5,10.5
"gro, src, lim",fail,0.5,11.0
"src, lim, jag",fail,0.5,11.5
"tre, tre, lim",Duple_vockice,-0.5,11.0
"tre, lim, nar",fail,0.5,11.5
"src, nar, nar",Duple_vockice,-0.5,11.0
"tre, gro, tre",Duple_vockice,-0.5,10.5
"gro, lim, tre",fail,0.5,11.0
"tre, tre, gro",Duple_vockice,-0.5,10.5
"nar, jag, kes",fail,0.5,11.0
"gro, jag, kes",fail,0.5,11.5
"jag, lim, kes",fail,0.5,12.0
"tre, jag, kes",fail,0.5,12.5
"tre, jag, gro",fail,0.5,13.0
"tre, lim, lim",Duple_vockice,-0.5,12.5
"nar, lim, tre",fail,0.5,13.0
"lim, lim, lim",Vocni_jackpot,-2.5,10.5
"nar, lim, tre",fail,0.5,11.0
"tre, jag, gro",fail,0.5,11.5
"lim, kes, kes",bonus_x2,0.5,12.0
"kes, kes, lim",bonus_x2,0.5,12.5
"tre, lim, kes",fail,0.5,13.0
"gro, gro, tre",Duple_vockice,-0.5,12.5
"src, nar, nar",Duple_vockice,-0.5,12.0
"tre, tre, gro",Duple_vockice,-0.5,11.5
"nar, gro, lim",fail,0.5,12.0
"kes, lim, kes",bonus_x2,0.5,12.5
"tre, nar, kes",fail,0.5,13.0
"jag, gro, kes",fail,0.5,13.5
"tre, gro, jag",fail,0.5,14.0
"src, gro, tre",fail,0.5,14.5
"tre, kes, gro",fail,0.5,15.0
"kes, nar, tre",fail,0.5,15.5
"tre, src, tre",Duple_vockice,-0.5,15.0
"nar, nar, tre",Duple_vockice,-0.5,14.5
"gro, kes, kes",bonus_x2,0.5,15.0
"tre, jag, tre",Duple_vockice,-1.5,13.5
"gro, kes, nar",fail,0.5,14.0
"tre, gro, nar",fail,0.5,14.5
"jag, lim, tre",fail,0.5,15.0
"src, tre, lim",fail,0.5,15.5
"src, src, tre",free_spin,0.5,16.0
"lim, tre, lim",Duple_vockice,-1.0,15.0
"nar, src, kes",fail,0.5,15.5
"jag, lim, tre",fail,0.5,16.0
"jag, lim, jag",Duple_vockice,-0.5,15.5
"lim, lim, tre",Duple_vockice,-0.5,15.0
"lim, kes, nar",fail,0.5,15.5
"lim, nar, gro",fail,0.5,16.0
"jag, jag, lim",Duple_vockice,-0.5,15.5
"gro, src, nar",fail,0.5,16.0
"tre, lim, kes",fail,0.5,16.5
"src, tre, lim",fail,0.5,17.0
"lim, tre, tre",Duple_vockice,-0.5,16.5
"nar, tre, tre",Duple_vockice,-0.5,16.0
"tre, gro, lim",fail,0.5,16.5
"src, src, jag",free_spin,0.5,17.0
"kes, tre, tre",Duple_vockice,-1.0,16.0
"jag, tre, kes",fail,0.5,16.5
"lim, kes, nar",fail,0.5,17.0
"lim, lim, tre",Duple_vockice,-0.5,16.5
"tre, kes, gro",fail,0.5,17.0
"tre, lim, jag",fail,0.5,17.5
"tre, tre, kes",Duple_vockice,-0.5,17.0
"tre, nar, gro",fail,0.5,17.5
"tre, tre, tre",Vocni_jackpot,-2.5,15.0
"lim, gro, tre",fail,0.5,15.5
"gro, lim, kes",fail,0.5,16.0
"gro, tre, jag",fail,0.5,16.5
"tre, lim, lim",Duple_vockice,-0.5,16.0
"src, src, nar",free_spin,0.5,16.5
"lim, src, tre",fail,0.0,16.5
"tre, tre, jag",Duple_vockice,-0.5,16.0
"gro, nar, tre",fail,0.5,16.5
"jag, src, nar",fail,0.5,17.0
"gro, kes, tre",fail,0.5,17.5
"lim, gro, kes",fail,0.5,18.0
"src, jag, tre",fail,0.5,18.5
"tre, kes, gro",fail,0.5,19.0
"jag, kes, nar",fail,0.5,19.5
"nar, lim, lim",Duple_vockice,-0.5,19.0
"tre, gro, jag",fail,0.5,19.5
"lim, tre, tre",Duple_vockice,-0.5,19.0
"nar, tre, nar",Duple_vockice,-0.5,18.5
"lim, nar, tre",fail,0.5,19.0
"lim, nar, nar",Duple_vockice,-0.5,18.5
"gro, lim, kes",fail,0.5,19.0
"src, nar, lim",fail,0.5,19.5
"src, lim, tre",fail,0.5,20.0
"gro, lim, nar",fail,0.5,20.5
"kes, lim, tre",fail,0.5,21.0
"lim, nar, tre",fail,0.5,21.5
"gro, src, tre",fail,0.5,22.0
"tre, tre, tre",Vocni_jackpot,-2.5,19.5
"kes, nar, gro",fail,0.5,20.0
"jag, tre, kes",fail,0.5,20.5
"tre, src, nar",fail,0.5,21.0
"jag, lim, tre",fail,0.5,21.5
"gro, jag, nar",fail,0.5,22.0
"gro, lim, nar",fail,0.5,22.5
"lim, gro, kes",fail,0.5,23.0
"kes, tre, lim",fail,0.5,23.5
"nar, tre, tre",Duple_vockice,-0.5,23.0
"gro, tre, jag",fail,0.5,23.5
"src, src, kes",free_spin,0.5,24.0
"nar, lim, kes",fail,0.0,24.0
"tre, lim, tre",Duple_vockice,-0.5,23.5
"tre, jag, tre",Duple_vockice,-0.5,23.0
"gro, src, gro",Duple_vockice,-0.5,22.5
"kes, tre, jag",fail,0.5,23.0
"lim, kes, tre",fail,0.5,23.5
"gro, lim, tre",fail,0.5,24.0
"gro, jag, nar",fail,0.5,24.5
"src, tre, jag",fail,0.5,25.0
"tre, lim, jag",fail,0.5,25.5
"tre, lim, gro",fail,0.5,26.0
"tre, nar, lim",fail,0.5,26.5
"tre, tre, kes",Duple_vockice,-0.5,26.0
"gro, lim, tre",fail,0.5,26.5
"tre, jag, tre",Duple_vockice,-0.5,26.0
"lim, lim, tre",Duple_vockice,-0.5,25.5
"kes, tre, jag",fail,0.5,26.0
"gro, lim, lim",Duple_vockice,-0.5,25.5
"lim, lim, gro",Duple_vockice,-0.5,25.0
"jag, nar, kes",fail,0.5,25.5
"gro, jag, nar",fail,0.5,26.0
"tre, nar, kes",fail,0.5,26.5
"src, lim, jag",fail,0.5,27.0
"gro, kes, lim",fail,0.5,27.5
"tre, tre, tre",Vocni_jackpot,-2.5,25.0
"tre, lim, jag",fail,0.5,25.5
"jag, lim, lim",Duple_vockice,-0.5,25.0
"lim, src, tre",fail,0.5,25.5
"tre, gro, gro",Duple_vockice,-0.5,25.0
"gro, gro, lim",Duple_vockice,-0.5,24.5
"nar, lim, kes",fail,0.5,25.0
"nar, lim, tre",fail,0.5,25.5
"tre, kes, gro",fail,0.5,26.0
"kes, tre, gro",fail,0.5,26.5
"nar, gro, gro",Duple_vockice,-0.5,26.0
"tre, tre, kes",Duple_vockice,-0.5,25.5
"kes, nar, gro",fail,0.5,26.0
"nar, kes, lim",fail,0.5,26.5
"tre, kes, gro",fail,0.5,27.0
"kes, lim, tre",fail,0.5,27.5
"tre, gro, tre",Duple_vockice,-0.5,27.0
"tre, nar, tre",Duple_vockice,-0.5,26.5
"tre, nar, tre",Duple_vockice,-0.5,26.0
"kes, kes, tre",bonus_x2,0.5,26.5
"nar, gro, jag",fail,0.5,27.0
"gro, jag, tre",fail,0.5,27.5
"src, lim, kes",fail,0.5,28.0
"src, lim, tre",fail,0.5,28.5
"kes, nar, kes",bonus_x2,0.5,29.0
"nar, kes, gro",fail,0.5,29.5
"tre, gro, tre",Duple_vockice,-0.5,29.0
"tre, tre, jag",Duple_vockice,-0.5,28.5
"tre, kes, kes",bonus_x2,0.5,29.0
"lim, lim, tre",Duple_vockice,-1.5,27.5
"jag, gro, kes",fail,0.5,28.0
"src, gro, tre",fail,0.5,28.5
"src, src, tre",free_spin,0.5,29.0
"src, tre, jag",fail,0.0,29.0
"kes, kes, tre",bonus_x2,0.5,29.5
"nar, jag, tre",fail,0.5,30.0
"kes, lim, gro",fail,0.5,30.5
"lim, tre, tre",Duple_vockice,-0.5,30.0
"tre, lim, jag",fail,0.5,30.5
"kes, nar, tre",fail,0.5,31.0
"tre, src, lim",fail,0.5,31.5
"tre, gro, kes",fail,0.5,32.0
"lim, nar, tre",fail,0.5,32.5
"jag, src, lim",fail,0.5,33.0
"lim, kes, jag",fail,0.5,33.5
"kes, src, jag",fail,0.5,34.0
"jag, lim, kes",fail,0.5,34.5
"kes, lim, tre",fail,0.5,35.0
"lim, kes, lim",Duple_vockice,-0.5,34.5
"jag, jag, jag",Vocni_jackpot,-2.5,32.0
"tre, src, nar",fail,0.5,32.5
"nar, src, lim",fail,0.5,33.0
"jag, nar, kes",fail,0.5,33.5
"src, kes, jag",fail,0.5,34.0
"src, lim, nar",fail,0.5,34.5
"nar, src, jag",fail,0.5,35.0
"jag, nar, tre",fail,0.5,35.5
"jag, nar, kes",fail,0.5,36.0
"kes, kes, tre",bonus_x2,0.5,36.5
"src, kes, nar",fail,0.5,37.0
"kes, lim, gro",fail,0.5,37.5
"lim, lim, gro",Duple_vockice,-0.5,37.0
"lim, kes, tre",fail,0.5,37.5
"kes, tre, tre",Duple_vockice,-0.5,37.0
"lim, gro, tre",fail,0.5,37.5
"src, gro, nar",fail,0.5,38.0
"kes, nar, tre",fail,0.5,38.5
"gro, tre, tre",Duple_vockice,-0.5,38.0
"tre, nar, lim",fail,0.5,38.5
"nar, gro, kes",fail,0.5,39.0
"kes, kes, tre",bonus_x2,0.5,39.5
"nar, gro, tre",fail,0.5,40.0
"lim, gro, nar",fail,0.5,40.5
"tre, lim, jag",fail,0.5,41.0
"src, lim, gro",fail,0.5,41.5
"src, jag, lim",fail,0.5,42.0
"kes, nar, gro",fail,0.5,42.5
"src, lim, tre",fail,0.5,43.0
"lim, jag, tre",fail,0.5,43.5
"kes, tre, lim",fail,0.5,44.0
"src, gro, nar",fail,0.5,44.5
"kes, tre, tre",Duple_vockice,-0.5,44.0
"tre, jag, tre",Duple_vockice,-0.5,43.5
"jag, gro, lim",fail,0.5,44.0
"jag, nar, tre",fail,0.5,44.5
"src, gro, nar",fail,0.5,45.0
"tre, tre, gro",Duple_vockice,-0.5,44.5
"lim, lim, kes",Duple_vockice,-0.5,44.0
"gro, src, tre",fail,0.5,44.5
"tre, src, jag",fail,0.5,45.0
"tre, tre, tre",Vocni_jackpot,-2.5,42.5
"lim, src, nar",fail,0.5,43.0
"lim, jag, tre",fail,0.5,43.5
"jag, src, nar",fail,0.5,44.0
"tre, gro, tre",Duple_vockice,-0.5,43.5
"tre, lim, gro",fail,0.5,44.0
"lim, gro, kes",fail,0.5,44.5
"jag, src, lim",fail,0.5,45.0
"tre, gro, tre",Duple_vockice,-0.5,44.5
"gro, lim, tre",fail,0.5,45.0
"gro, tre, tre",Duple_vockice,-0.5,44.5
"lim, lim, kes",Duple_vockice,-0.5,44.0
"lim, tre, kes",fail,0.5,44.5
"lim, gro, nar",fail,0.5,45.0
"src, nar, kes",fail,0.5,45.5
"lim, lim, lim",Vocni_jackpot,-2.5,43.0
"gro, lim, tre",fail,0.5,43.5
"gro, gro, jag",Duple_vockice,-0.5,43.0
"kes, tre, gro",fail,0.5,43.5
"nar, gro, tre",fail,0.5,44.0
"kes, src, jag",fail,0.5,44.5
"lim, lim, kes",Duple_vockice,-0.5,44.0
"jag, tre, tre",Duple_vockice,-0.5,43.5
"lim, gro, tre",fail,0.5,44.0
"kes, lim, tre",fail,0.5,44.5
"tre, kes, gro",fail,0.5,45.0
"tre, jag, nar",fail,0.5,45.5
"tre, nar, jag",fail,0.5,46.0
"src, src, jag",free_spin,0.5,46.5
"kes, kes, nar",bonus_x2,0.0,46.5
"tre, tre, tre",Vocni_jackpot,-5.5,41.0
"kes, src, jag",fail,0.5,41.5
"gro, src, jag",fail,0.5,42.0
"tre, lim, nar",fail,0.5,42.5
"jag, jag, tre",Duple_vockice,-0.5,42.0
"kes, lim, lim",Duple_vockice,-0.5,41.5
"kes, gro, tre",fail,0.5,42.0
"tre, lim, tre",Duple_vockice,-0.5,41.5
"tre, lim, tre",Duple_vockice,-0.5,41.0
"nar, src, tre",fail,0.5,41.5
"src, kes, lim",fail,0.5,42.0
"tre, nar, tre",Duple_vockice,-0.5,41.5
"gro, kes, jag",fail,0.5,42.0
"tre, tre, kes",Duple_vockice,-0.5,41.5
"gro, nar, gro",Duple_vockice,-0.5,41.0
"tre, jag, lim",fail,0.5,41.5
"kes, lim, tre",fail,0.5,42.0
"lim, jag, gro",fail,0.5,42.5
"kes, src, lim",fail,0.5,43.0
"nar, gro, tre",fail,0.5,43.5
"gro, jag, kes",fail,0.5,44.0
"gro, tre, tre",Duple_vockice,-0.5,43.5
"gro, tre, nar",fail,0.5,44.0
"tre, tre, lim",Duple_vockice,-0.5,43.5
"jag, nar, tre",fail,0.5,44.0
"lim, lim, kes",Duple_vockice,-0.5,43.5
"kes, lim, nar",fail,0.5,44.0
"nar, nar, kes",Duple_vockice,-0.5,43.5
"kes, lim, gro",fail,0.5,44.0
"kes, gro, nar",fail,0.5,44.5
"lim, jag, jag",Duple_vockice,-0.5,44.0
"gro, nar, tre",fail,0.5,44.5
"lim, lim, lim",Vocni_jackpot,-2.5,42.0
"jag, jag, kes",Duple_vockice,-0.5,41.5
"src, nar, tre",fail,0.5,42.0
"tre, lim, nar",fail,0.5,42.5
"gro, lim, tre",fail,0.5,43.0
"lim, kes, tre",fail,0.5,43.5
"tre, gro, tre",Duple_vockice,-0.5,43.0
"nar, gro, lim",fail,0.5,43.5
"tre, jag, nar",fail,0.5,44.0
"src, gro, tre",fail,0.5,44.5
"tre, lim, kes",fail,0.5,45.0
"tre, nar, jag",fail,0.5,45.5
"lim, lim, tre",Duple_vockice,-0.5,45.0
"gro, kes, kes",bonus_x2,0.5,45.5
"jag, gro, kes",fail,0.5,46.0
"lim, kes, tre",fail,0.5,46.5
"jag, lim, kes",fail,0.5,47.0
"jag, lim, nar",fail,0.5,47.5
"src, nar, tre",fail,0.5,48.0
"tre, src, tre",Duple_vockice,-0.5,47.5
"tre, gro, tre",Duple_vockice,-0.5,47.0
"tre, lim, nar",fail,0.5,47.5
"tre, gro, jag",fail,0.5,48.0
"gro, src, kes",fail,0.5,48.5
"kes, lim, tre",fail,0.5,49.0
"nar, jag, jag",Duple_vockice,-0.5,48.5
"tre, jag, kes",fail,0.5,49.0
"tre, nar, kes",fail,0.5,49.5
"tre, src, nar",fail,0.5,50.0
"tre, gro, kes",fail,0.5,50.5
"jag, gro, lim",fail,0.5,51.0
"gro, nar, kes",fail,0.5,51.5
"tre, lim, kes",fail,0.5,52.0
"tre, src, kes",fail,0.5,52.5
"tre, lim, lim",Duple_vockice,-0.5,52.0
"kes, gro, tre",fail,0.5,52.5
"lim, gro, nar",fail,0.5,53.0
"gro, nar, tre",fail,0.5,53.5
"tre, lim, lim",Duple_vockice,-0.5,53.0
"tre, jag, tre",Duple_vockice,-0.5,52.5
"kes, src, tre",fail,0.5,53.0
"src, kes, tre",fail,0.5,53.5
"lim, nar, kes",fail,0.5,54.0
"kes, src, lim",fail,0.5,54.5
"gro, kes, jag",fail,0.5,55.0
"tre, kes, tre",Duple_vockice,-0.5,54.5
"nar, nar, tre",Duple_vockice,-0.5,54.0
"kes, tre, jag",fail,0.5,54.5
"jag, lim, tre",fail,0.5,55.0
"lim, src, gro",fail,0.5,55.5
"lim, lim, tre",Duple_vockice,-0.5,55.0
"nar, lim, nar",Duple_vockice,-0.5,54.5
"jag, nar, jag",Duple_vockice,-0.5,54.0
"jag, lim, tre",fail,0.5,54.5
"nar, kes, tre",fail,0.5,55.0
"tre, gro, jag",fail,0.5,55.5
"gro, gro, jag",Duple_vockice,-0.5,55.0
"gro, gro, tre",Duple_vockice,-0.5,54.5
"lim, kes, tre",fail,0.5,55.0
"tre, lim, tre",Duple_vockice,-0.5,54.5
"gro, kes, nar",fail,0.5,55.0
"tre, lim, tre",Duple_vockice,-0.5,54.5
"tre, src, nar",fail,0.5,55.0
"kes, kes, kes",JACKPOT,-29.5,25.5
"nar, lim, lim",Duple_vockice,-0.5,25.0
"src, kes, gro",fail,0.5,25.5
"jag, kes, jag",Duple_vockice,-0.5,25.0
"tre, src, kes",fail,0.5,25.5
"tre, src, jag",fail,0.5,26.0
"jag, src, tre",fail,0.5,26.5
"tre, tre, lim",Duple_vockice,-0.5,26.0
"lim, lim, gro",Duple_vockice,-0.5,25.5
"src, lim, kes",fail,0.5,26.0
"gro, kes, jag",fail,0.5,26.5
"tre, lim, jag",fail,0.5,27.0
"src, tre, kes",fail,0.5,27.5
"gro, nar, jag",fail,0.5,28.0
"kes, gro, tre",fail,0.5,28.5
"lim, nar, gro",fail,0.5,29.0
"lim, lim, tre",Duple_vockice,-0.5,28.5
"lim, gro, lim",Duple_vockice,-0.5,28.0
"kes, lim, tre",fail,0.5,28.5
"lim, lim, nar",Duple_vockice,-0.5,28.0
"nar, lim, gro",fail,0.5,28.5
"tre, jag, lim",fail,0.5,29.0
"kes, lim, gro",fail,0.5,29.5
"gro, kes, tre",fail,0.5,30.0
"lim, kes, lim",Duple_vockice,-0.5,29.5
"tre, tre, tre",Vocni_jackpot,-2.5,27.0
"lim, src, tre",fail,0.5,27.5
"tre, kes, tre",Duple_vockice,-0.5,27.0
"gro, lim, tre",fail,0.5,27.5
"nar, lim, tre",fail,0.5,28.0
"src, gro, tre",fail,0.5,28.5
"src, kes, nar",fail,0.5,29.0
"lim, lim, nar",Duple_vockice,-0.5,28.5
"tre, src, jag",fail,0.5,29.0
"nar, lim, lim",Duple_vockice,-0.5,28.5
"lim, lim, lim",Vocni_jackpot,-2.5,26.0
"jag, lim, tre",fail,0.5,26.5
"kes, tre, kes",bonus_x2,0.5,27.0
"lim, src, tre",fail,0.5,27.5
"tre, tre, lim",Duple_vockice,-0.5,27.0
"jag, nar, tre",fail,0.5,27.5
"tre, gro, tre",Duple_vockice,-0.5,27.0
"tre, gro, kes",fail,0.5,27.5
"nar, kes, gro",fail,0.5,28.0
"jag, kes, kes",bonus_x2,0.5,28.5
"nar, gro, tre",fail,0.5,29.0
"gro, tre, tre",Duple_vockice,-0.5,28.5
"jag, tre, nar",fail,0.5,29.0
"src, lim, jag",fail,0.5,29.5
"jag, jag, tre",Duple_vockice,-0.5,29.0
"kes, gro, jag",fail,0.5,29.5
"kes, kes, lim",bonus_x2,0.5,30.0
"nar, src, jag",fail,0.5,30.5
"tre, src, tre",Duple_vockice,-0.5,30.0
"jag, lim, tre",fail,0.5,30.5
"tre, lim, gro",fail,0.5,31.0
"lim, lim, kes",Duple_vockice,-0.5,30.5
"src, lim, gro",fail,0.5,31.0
"kes, tre, kes",bonus_x2,0.5,31.5
"gro, kes, tre",fail,0.5,32.0
"kes, kes, kes",JACKPOT,-29.5,2.5
"src, lim, tre",fail,0.5,3.0
"jag, kes, tre",fail,0.5,3.5
"tre, lim, gro",fail,0.5,4.0
"jag, tre, jag",Duple_vockice,-0.5,3.5
"nar, jag, tre",fail,0.5,4.0
"nar, gro, gro",Duple_vockice,-0.5,3.5
"tre, jag, tre",Duple_vockice,-0.5,3.0
"lim, jag, lim",Duple_vockice,-0.5,2.5
"kes, nar, tre",fail,0.5,3.0
"tre, kes, lim",fail,0.5,3.5
"tre, nar, jag",fail,0.5,4.0
"gro, gro, tre",Duple_vockice,-0.5,3.5
"tre, nar, nar",Duple_vockice,-0.5,3.0
"nar, lim, lim",Duple_vockice,-0.5,2.5
"tre, kes, nar",fail,0.5,3.0
"gro, tre, kes",fail,0.5,3.5
"nar, src, nar",Duple_vockice,-0.5,3.0
"jag, lim, gro",fail,0.5,3.5
"lim, gro, tre",fail,0.5,4.0
"kes, lim, tre",fail,0.5,4.5
"tre, src, tre",Duple_vockice,-0.5,4.0
"tre, lim, jag",fail,0.5,4.5
"nar, lim, tre",fail,0.5,5.0
"nar, kes, kes",bonus_x2,0.5,5.5
"lim, kes, gro",fail,0.5,6.0
"tre, nar, kes",fail,0.5,6.5
"lim, tre, tre",Duple_vockice,-0.5,6.0
"nar, tre, kes",fail,0.5,6.5
"gro, gro, lim",Duple_vockice,-0.5,6.0
"nar, jag, jag",Duple_vockice,-0.5,5.5
"src, jag, jag",Duple_vockice,-0.5,5.0
"tre, kes, tre",Duple_vockice,-0.5,4.5
"jag, lim, tre",fail,0.5,5.0
"jag, src, tre",fail,0.5,5.5
"nar, lim, lim",Duple_vockice,-0.5,5.0
"tre, jag, gro",fail,0.5,5.5
"kes, tre, nar",fail,0.5,6.0
"src, tre, tre",Duple_vockice,-0.5,5.5
"kes, tre, gro",fail,0.5,6.0
"jag, nar, tre",fail,0.5,6.5
"kes, lim, jag",fail,0.5,7.0
"tre, jag, tre",Duple_vockice,-0.5,6.5
"src, src, nar",free_spin,0.5,7.0
"jag, lim, jag",Duple_vockice,-1.0,6.0
"nar, lim, tre",fail,0.5,6.5
"nar, gro, kes",fail,0.5,7.0
"tre, tre, lim",Duple_vockice,-0.5,6.5
"src, src, tre",free_spin,0.5,7.0
"jag, tre, tre",Duple_vockice,-1.0,6.0
"src, lim, tre",fail,0.5,6.5
"gro, tre, nar",fail,0.5,7.0
"tre, gro, lim",fail,0.5,7.5
"gro, lim, tre",fail,0.5,8.0
"jag, gro, jag",Duple_vockice,-0.5,7.5
"tre, tre, tre",Vocni_jackpot,-2.5,5.0
"tre, gro, gro",Duple_vockice,-0.5,4.5
"nar, gro, jag",fail,0.5,5.0
"tre, lim, kes",fail,0.5,5.5
"tre, jag, tre",Duple_vockice,-0.5,5.0
"jag, nar, lim",fail,0.5,5.5
"tre, lim, tre",Duple_vockice,-0.5,5.0
"lim, nar, kes",fail,0.5,5.5
"kes, tre, tre",Duple_vockice,-0.5,5.0
"jag, gro, nar",fail,0.5,5.5
"tre, gro, gro",Duple_vockice,-0.5,5.0
"lim, lim, lim",Vocni_jackpot,-2.5,2.5
"nar, gro, tre",fail,0.5,3.0
"src, jag, lim",fail,0.5,3.5
"kes, lim, tre",fail,0.5,4.0
"nar, gro, tre",fail,0.5,4.5
"jag, gro, tre",fail,0.5,5.0
"nar, tre, tre",Duple_vockice,-0.5,4.5
"kes, kes, gro",bonus_x2,0.5,5.0
"tre, jag, gro",fail,0.5,5.5
"kes, src, tre",fail,0.5,6.0
"gro, tre, kes",fail,0.5,6.5
"src, tre, tre",Duple_vockice,-0.5,6.0
"jag, nar, kes",fail,0.5,6.5
"tre, jag, gro",fail,0.5,7.0
"kes, jag, kes",bonus_x2,0.5,7.5
"tre, kes, nar",fail,0.5,8.0
"tre, gro, lim",fail,0.5,8.5
"nar, tre, tre",Duple_vockice,-0.5,8.0
"nar, lim, lim",Duple_vockice,-0.5,7.5
"jag, nar, lim",fail,0.5,8.0
"lim, gro, tre",fail,0.5,8.5
"src, lim, kes",fail,0.5,9.0
"jag, lim, tre",fail,0.5,9.5
"gro, lim, nar",fail,0.5,10.0
"tre, src, gro",fail,0.5,10.5
"tre, kes, kes",bonus_x2,0.5,11.0
"jag, lim, tre",fail,0.5,11.5
"jag, lim, tre",fail,0.5,12.0
"gro, jag, tre",fail,0.5,12.5
"jag, jag, tre",Duple_vockice,-0.5,12.0
"src, gro, nar",fail,0.5,12.5
"lim, nar, tre",fail,0.5,13.0
"kes, kes, tre",bonus_x2,0.5,13.5
"gro, jag, tre",fail,0.5,14.0
"nar, nar, tre",Duple_vockice,-0.5,13.5
"jag, gro, tre",fail,0.5,14.0
"gro, lim, nar",fail,0.5,14.5
"jag, tre, tre",Duple_vockice,-0.5,14.0
"jag, lim, lim",Duple_vockice,-0.5,13.5
"kes, src, tre",fail,0.5,14.0
"lim, lim, gro",Duple_vockice,-0.5,13.5
"kes, jag, kes",bonus_x2,0.5,14.0
"tre, gro, nar",fail,0.5,14.5
"jag, src, tre",fail,0.5,15.0
